코 드,적용일자,급여구분,상한가,사용장려비,투여경로,품명,규 격,단 위,제약회사명,분류번호,주성분코드,전문/일반,퇴장방지구분,약품동등구분,저가약대체여부,예외의약구분,임의조제불가,고시일자,대응코드,희귀의약품구분,
648201051,2026-01-01,급여,15088,,주사,아트리플러스주(프리필드)(히알루론산나트륨)_(20mg/2mL),2,mL/관,(주)유영제약,399,530045BIJ,전문의약품,,,,,,2025-12-24,,,
648201421,2026-01-01,급여,6098,,주사,유영세파제돈주1그램(세파제돈나트륨)_(1g/1병),1,병,(주)유영제약,618,130001BIJ,전문의약품,,,,,,2025-12-24,,,
648201501,2026-01-01,급여,7561,,주사,유영세프트리악손나트륨수화물주1그램_(1g/1병),1,병,(주)유영제약,618,128801BIJ,전문의약품,,,,,,2025-12-24,,,
648201920,2026-01-01,급여,3032,,내복,팜클로정(팜시클로비르)_(0.25g/1정),1,정,(주)유영제약,629,157201ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648202081,2026-01-01,급여,9972,,주사,아트리주(히알루론산나트륨)_(25mg/2.5mL/관),2.5,mL/관,(주)유영제약,399,530046BIJ,전문의약품,,,,,,2025-12-24,,,
648202411,2026-01-01,급여,9835,,주사,유영세프타지딤주1g(세프타지딤수화물)_(1g/1병),1,병,(주)유영제약,618,128301BIJ,전문의약품,,,,,,2025-12-24,,,
648203840,2026-01-01,급여,4429,,내복,유리텍정(리루졸)_(50mg/1정),1,정,(주)유영제약,119,224001ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648203900,2026-01-01,급여,176,,내복,아르티스F정[애엽이소프로판올연조엑스(20→1)]_(90mg/1정),1,정,(주)유영제약,232,621702ATB,전문의약품,,,,,,2025-12-24,,,
648204001,2026-01-01,급여,8761,,주사,유영레보플록사신주(레보플록사신수화물)_(0.25623g/50mL),50,mL/병,(주)유영제약,629,183233BIJ,전문의약품,,,,,,2025-12-24,,,
648204002,2026-01-01,급여,14525,,주사,유영레보플록사신주(레보플록사신수화물)_(0.51246g/100mL),100,mL/병,(주)유영제약,629,183234BIJ,전문의약품,,,,,,2025-12-24,,,
648204111,2026-01-01,급여,12693,,주사,유세트론주(팔로노세트론염산염)_(84μg/1.5mL),1.5,mL/관,(주)유영제약,235,490030BIJ,전문의약품,,,,,,2025-12-24,,,
648204121,2026-01-01,급여,21732,,주사,유세트론주(팔로노세트론염산염)_(0.28mg/5mL),5,mL/관,(주)유영제약,235,490031BIJ,전문의약품,,,,,,2025-12-24,,,
648204431,2026-01-01,급여,54192,,주사,유드론주(이반드론산나트륨일수화물)_(3.375mg/3mL),3,mL/관,(주)유영제약,399,480330BIJ,전문의약품,,,,,,2025-12-24,,,
648204440,2026-01-01,급여,1298,,내복,유록사반정10밀리그램(리바록사반)_(10mg/1정),1,정,(주)유영제약,333,511401ATB,전문의약품,,,,,,2025-12-24,,,
648204450,2026-01-01,급여,1298,,내복,유록사반정15밀리그램(리바록사반)_(15mg/1정),1,정,(주)유영제약,333,511402ATB,전문의약품,,,,,,2025-12-24,,,
648500471,2026-01-01,급여,8711,,주사,레포신주(레보플록사신)_(0.25g/50mL),50,mL/병,신풍제약(주),629,183233BIJ,전문의약품,,,,,,2025-12-24,,,
648500490,2026-01-01,급여,483,,내복,로스탈정100밀리그램(실로스타졸)_(0.1g/1정),1,정,신풍제약(주),339,133201ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648500701,2026-01-01,급여,1596,,주사,리브락인퓨전주(L-아스파르트산-L-오르니틴수화물)_(5g/10mL),10,mL/앰플,신풍제약(주),391,110531BIJ,전문의약품,,,,,,2025-12-24,,,
648500731,2026-01-01,급여,14751,,주사,리브솔주_(500mL),500,mL/병,신풍제약(주),325,107154BIJ,전문의약품,,,,,,2025-12-24,,,
648500950,2026-01-01,급여,582,,내복,바로메졸캡슐(오메프라졸)_(20mg/1캡슐),1,캡슐,신풍제약(주),232,204401ACE,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648501190,2026-01-01,급여,1710,,주사,박타신주750밀리그램(설박탐나트륨/ 암피실린나트륨)_(1병),1,병,신풍제약(주),619,328500BIJ,전문의약품,,,,(52),,2025-12-24,,,
648501200,2026-01-01,급여,2320,,주사,박타신주1.5그램(설박탐나트륨/암피실린나트륨)_(1병),1,병,신풍제약(주),619,328600BIJ,전문의약품,,,,,,2025-12-24,,,
648501310,2026-01-01,급여,2904,,내복,브레트라정(레트로졸)_(2.5mg/1정),1,정,신풍제약(주),421,182201ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648501541,2026-01-01,급여,2912,,주사,세레브렌주(프로티렐린타르타르산염수화물)_(0.732mg/1mL),1,mL/앰플,신풍제약(주),219,220630BIJ,전문의약품,,,,,,2025-12-24,,,
648501651,2026-01-01,급여,3877,,주사,세프악손주500밀리그램(세프트리악손나트륨수화물)_(0.5g/1병),1,병,신풍제약(주),618,128804BIJ,전문의약품,,,,,,2025-12-24,,,
648501661,2026-01-01,급여,7801,,주사,세프악손주1그램(세프트리악손나트륨수화물)_(1g/1병),1,병,신풍제약(주),618,128801BIJ,전문의약품,,,,,,2025-12-24,,,
648501721,2026-01-01,급여,4156,,주사,셉타신주1g(세프메타졸나트륨)_(1g/1병),1,병,신풍제약(주),618,126501BIJ,전문의약품,,,,,,2025-12-24,,,
648501951,2026-01-01,삭제,,,주사,신풍린코마이신주사(린코마이신염산염수화물)(수출명:LINCOPLE Injection)_(0.6g/2mL),2,mL/병,신풍제약(주),611,184231BIJ,전문의약품,,,,,,2025-06-24,,,
648502021,2026-01-01,급여,4312,,주사,신풍세포탁심나트륨주1그램_(1g/1병),1,병,신풍제약(주),618,127101BIJ,전문의약품,,,,,,2025-12-24,,,
648502080,2026-01-01,급여,204,,내복,신풍세프라딘캡슐(수출명:CEFADIN Capsules/ SHINPOONGCEFADIN Capsule 500mg)_(0.5g/1캡슐),1,캡슐,신풍제약(주),618,130105ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648502446,2026-01-01,급여,9539,,외용,신풍겐타마이신황산염크림_(0.25g/250g),250,g/통,신풍제약(주),618,165138CCM,일반의약품,,,,,,2025-12-24,,,
648502453,2026-01-01,급여,1160,,주사,신풍아미카신황산염주사액250밀리그램(수출명:AMIKAYE Injection 250mg)_(0.25g/2mL),2,mL/병,신풍제약(주),612,106831BIJ,전문의약품,,,,,,2025-12-24,,,
648502473,2026-01-01,급여,1938,,주사,신풍아미카신황산염주사액500밀리그램(수출명:AMIKAYE Injection)_(0.5g/2mL),2,mL/병,신풍제약(주),612,106833BIJ,전문의약품,,,,,,2025-12-24,,,
648502500,2026-01-01,급여,313,,내복,심바스틴정20밀리그램(심바스타틴)_(20mg/1정),1,정,신풍제약(주),218,227801ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648502811,2026-01-01,급여,209559,,주사,오엑스피주(옥살리플라틴)_(50mg/1병),1,병,신풍제약(주),421,205830BIJ,전문의약품,,생동(사후통보),,,,2025-12-24,,,
648502821,2026-01-01,급여,277068,,주사,오엑스피주100밀리그램(옥살리플라틴)_(0.1g/1병),1,병,신풍제약(주),421,205834BIJ,전문의약품,,,,,,2025-12-24,,,
648502880,2026-01-01,급여,612,,내복,유로베린정(프로피베린염산염)_(20mg/1정),1,정,신풍제약(주),259,219702ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648502960,2026-01-01,급여,768,,내복,익스트림정40밀리그램(판토프라졸나트륨세스키히드레이트)_(45.1mg/1정),1,정,신풍제약(주),232,208801ATE,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648503011,2026-01-01,급여,5937,,주사,제노세프주1그램(세파제돈나트륨)_(1g/1병),1,병,신풍제약(주),618,130001BIJ,전문의약품,,,,,,2025-12-24,,,
648503021,2026-01-01,급여,9386,,주사,제노세프주2그램(세파제돈나트륨)_(2g/1병),1,병,신풍제약(주),618,130002BIJ,전문의약품,,,,,,2025-12-24,,,
648503041,2026-01-01,급여,23424,,주사,제로암주(젬시타빈염산염)_(0.228g/1병),1,병,신풍제약(주),421,164931BIJ,전문의약품,,생동(사후통보),,,,2025-12-24,,,
648503051,2026-01-01,급여,117267,,주사,제로암주(젬시타빈염산염)_(1.14g/1병),1,병,신풍제약(주),421,164930BIJ,전문의약품,,생동(사후통보),,,,2025-12-24,,,
648503380,2026-01-01,급여,1280,,주사,크라목신주0.6그람(수출명:SHINACINInjection0.6g/ATADAR Injection 0.6g)_(1병),1,병,신풍제약(주),618,328900BIJ,전문의약품,,,,,,2025-12-24,,,
648503390,2026-01-01,급여,2657,,주사,크라목신주1.2그람(수출명:SHINACINInjection1.2g/ATADAR Injection 1.2g)_(1병),1,병,신풍제약(주),618,329000BIJ,전문의약품,,,,,,2025-12-24,,,
648503481,2026-01-01,급여,136744,,주사,크래칸주(이리노테칸염산염)_(0.2g/10mL),10,mL/병,신풍제약(주),421,177433BIJ,전문의약품,,생동(사후통보),,,,2025-12-24,,,
648503491,2026-01-01,급여,163992,,주사,크래칸주(이리노테칸염산염)_(0.3g/15mL),15,mL/병,신풍제약(주),421,177435BIJ,전문의약품,,생동(사후통보),,,,2025-12-24,,,
648503631,2026-01-01,급여,9262,,주사,타지세프주1그램(세프타지딤수화물)_(1g/1병),1,병,신풍제약(주),618,128301BIJ,전문의약품,,,,,,2025-12-24,,,
648503851,2026-01-01,급여,76812,,주사,파덱솔주(파클리탁셀)_(30mg/5mL),5,mL/병,신풍제약(주),421,207830BIJ,전문의약품,,생동(사후통보),,,,2025-12-24,,,
648503861,2026-01-01,급여,156501,,주사,파덱솔주(파클리탁셀)_(0.1g/16.67mL),16.67,mL/병,신풍제약(주),421,207831BIJ,전문의약품,,생동(사후통보),,,,2025-12-24,,,
648503871,2026-01-01,급여,188693,,주사,파덱솔주(파클리탁셀)_(0.2g/33.33mL),33.33,mL/병,신풍제약(주),421,207833BIJ,전문의약품,,생동(사후통보),,,,2025-12-24,,,
648503881,2026-01-01,급여,189006,,주사,파덱솔주(파클리탁셀)_(0.3g/50mL),50,mL/병,신풍제약(주),421,207835BIJ,전문의약품,,,,,,2025-12-24,,,
648504101,2026-01-01,급여,2489,,외용,푸가신점안액(오플록사신)(수출명:SP Ofloxacin Opthtalmic solution/SHINPOONG FUGACIN Ophthalmic solution)_(15mg/5mL),5,mL/병,신풍제약(주),131,203936COS,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648504170,2026-01-01,급여,2805,,내복,플루테칸정150밀리그램(플루코나졸)_(0.15g/1정),1,정,신풍제약(주),629,159905ATB,전문의약품,,,,,,2025-12-24,,,
648504231,2026-01-01,급여,8371,,주사,하이알주(히알루론산나트륨)_(25mg/2.5mL),2.5,mL/관,신풍제약(주),399,530046BIJ,전문의약품,,,,,,2025-12-24,,,
648504241,2026-01-01,급여,15013,,주사,하이알포르테주(히알루론산나트륨)_(20mg/2mL),2,mL/관,신풍제약(주),399,530045BIJ,전문의약품,,,,,,2025-12-24,,,
648504251,2026-01-01,급여,1538,,외용,하이클점안액(히알루론산나트륨)_(5mg/5mL),5,mL/병,신풍제약(주),131,530020COS,전문의약품,,,,,,2025-12-24,,,
648504381,2026-01-01,급여,13313,,주사,레포신주(레보플록사신)_(0.5g/100mL),100,mL/병,신풍제약(주),629,183234BIJ,전문의약품,,,,,,2025-12-24,,,
648504561,2026-01-01,급여,316069,,주사,오엑스피주5밀리그램/밀리리터(옥살리플라틴)_(0.15g/30mL),30,mL/병,신풍제약(주),421,205803BIJ,전문의약품,,,,,,2025-12-24,,,
648504731,2026-01-01,급여,9755,,주사,메로신주(메로페넴수화물·건조탄산나트륨)_(0.604g/1병),1,병,신풍제약(주),618,190702BIJ,전문의약품,,,,,,2025-12-24,,,
648505821,2026-01-01,급여,17258,,주사,레포신주(레보플록사신)_(0.75g/150mL),150,mL/병,신풍제약(주),629,183235BIJ,전문의약품,,,,,,2025-12-24,,,
648506371,2026-01-01,급여,9329,,외용,코비넥스나잘스프레이(모메타손푸로에이트)_(7mg/140회),140,회/통,신풍제약(주),132,361331CSI,전문의약품,,,,,,2025-12-24,,,
648506450,2026-01-01,급여,90,,내복,유타렌정(애엽95%에탄올연조엑스(20->1))_(60mg/1정),1,정,신풍제약(주),232,430101ATB,전문의약품,,,,,,2025-12-24,,,2015-07-25
648506551,2026-01-01,급여,13175,,주사,메로신주1그램(메로페넴수화물·건조탄산나트륨)_(1.208g/1병),1,병,신풍제약(주),618,190703BIJ,전문의약품,,,,,,2025-12-24,,,
648506911,2026-01-01,급여,53382,,주사,보니엠주(이반드론산나트륨일수화물)_(3.375mg/3mL),3,mL/관,신풍제약(주),399,480330BIJ,전문의약품,,,,,,2025-12-24,,,
648506961,2026-01-01,급여,14861,,주사,목시록주400밀리그램(목시플록사신)_(0.4g/250mL),250,mL/병,신풍제약(주),629,801601BIJ,전문의약품,,,,,,2025-12-24,,,
648507120,2026-01-01,급여,4130,,주사,린박탐주2.25g(피페라실린나트륨·타조박탐나트륨)_(1병),1,병,신풍제약(주),618,329500BIJ,전문의약품,,,,,,2025-12-24,,,
648507130,2026-01-01,급여,6439,,주사,린박탐주4.5g(피페라실린나트륨·타조박탐나트륨)_(1병),1,병,신풍제약(주),618,329600BIJ,전문의약품,,,,,,2025-12-24,,,
648507370,2026-01-01,급여,533,,내복,유로페나신정10밀리그램(솔리페나신숙신산염)_(10mg/1정),1,정,신풍제약(주),259,493802ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,2017-07-14
648507380,2026-01-01,급여,533,,내복,유로페나신정5밀리그램(솔리페나신숙신산염)_(5mg/1정),1,정,신풍제약(주),259,493801ATB,전문의약품,,,,,,2025-12-24,,,2017-07-14
648507400,2026-01-01,급여,9432,,내복,테몰드캡슐20밀리그램(테모졸로미드)_(20mg/1캡슐),1,캡슐,신풍제약(주),421,358202ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648507410,2026-01-01,급여,47479,,내복,테몰드캡슐100밀리그램(테모졸로미드)_(0.1g/1캡슐),1,캡슐,신풍제약(주),421,358203ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648507420,2026-01-01,급여,110682,,내복,테몰드캡슐250밀리그램(테모졸로미드)_(0.25g/1캡슐),1,캡슐,신풍제약(주),421,358204ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648507780,2026-01-01,급여,2316,,내복,컴팩테노정(테노포비르디소프록실푸마르산염)_(0.3g/1정),1,정,신풍제약(주),629,493901ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648507821,2026-01-01,급여,35964,,주사,하이알 원샷주(1/4-부탄디올디글리시딜에테르로 가교된 히알루론산나트륨 겔)_(3.03g/3mL),3,mL/관,신풍제약(주),399,526030BIJ,전문의약품,,,,,,2025-12-24,,,
648507841,2026-01-01,급여,493,,내복,알츠코린시럽(콜린알포세레이트)_(0.4g/10mL),10,mL/포,신풍제약(주),119,138103ASY,전문의약품,,,,,,2025-12-24,,,
648507920,2026-01-01,급여,149,,내복,유타렌투엑스정(애엽95%에탄올연조엑스(20→1))_(90mg/1정),1,정,신풍제약(주),232,430102ATB,전문의약품,,,,,,2025-12-24,,,
648507930,2026-01-01,급여,1174,,내복,디너지아장용정_(1정),1,정,신풍제약(주),235,654500ATE,전문의약품,,,,,,2025-12-24,,,
648600010,2026-01-01,급여,513,,내복,가바렉스정600밀리그램(가바펜틴)_(0.6g/1정),1,정,(주)씨엠지제약,113,164204ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648600042,2026-01-01,급여,19745,,외용,나미야지크림_(450g),450,g/병,(주)씨엠지제약,269,549300CCM,전문의약품,,,,,,2025-12-24,,,
648600051,2026-01-01,급여,1768,,외용,나미진크림(테르비나핀염산염)_(0.15g/15g),15,g/개,(주)씨엠지제약,265,235731CCM,일반의약품,,,,,,2025-12-24,,,
648600053,2026-01-01,급여,53017,,외용,나미진크림(테르비나핀염산염)_(4.5g/450g),450,g/병,(주)씨엠지제약,265,235744CCM,일반의약품,,,,,,2025-12-24,,,
648600180,2026-01-01,급여,443,,내복,디멘토연질캡슐(콜린알포세레이트)_(0.4g/1캡슐),1,캡슐,(주)씨엠지제약,119,138101ACS,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648600601,2026-01-01,급여,2814,,외용,바코시론크림(아시클로버)_(0.35g/7g),7,g/개,(주)씨엠지제약,269,102936CCM,일반의약품,,,,,,2025-12-24,,,
648600692,2026-01-01,급여,72357,,외용,보드미크림(프레드니카르베이트)_(1.125g/450g),450,g/병,(주)씨엠지제약,264,216946CCM,전문의약품,,,,,,2025-12-24,,,
648601050,2026-01-01,급여,371,,내복,씨엠지세파클러캡슐(세파클러수화물)_(0.25g/1캡슐),1,캡슐,(주)씨엠지제약,618,125201ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648601334,2026-01-01,급여,20020,,외용,에코암시론크림_(500g),500,g/병,(주)씨엠지제약,265,545900CCM,전문의약품,,,,,,2025-12-24,,,
648601480,2026-01-01,급여,422,,내복,카르디날정25mg(카르베딜롤)_(25mg/1정),1,정,(주)씨엠지제약,214,125002ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648601820,2026-01-01,급여,428,,내복,프로딘정250mg(시프로플록사신염산염수화물)_(0.291g/1정),1,정,(주)씨엠지제약,629,134103ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648601850,2026-01-01,급여,485,,내복,플렉스캡슐(플루코나졸)_(50mg/1캡슐),1,캡슐,(주)씨엠지제약,629,159903ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648602500,2026-01-01,급여,1152,,내복,로피렐정(클로피도그렐황산염)_(97.875mg/1정),1,정,(주)씨엠지제약,218,136901ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648602561,2026-01-01,급여,6461,,주사,알지트리손주1g(세프트리악손나트륨수화물)_(1g/1병),1,병,(주)씨엠지제약,618,128801BIJ,전문의약품,,,,,,2025-12-24,,,
648602590,2026-01-01,급여,662,,내복,아로토정(아토르바스타틴칼슘)_(10.36mg/1정),1,정,(주)씨엠지제약,218,111501ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648602620,2026-01-01,급여,611,,내복,씨엠지로수바스타틴정10mg(로수바스타틴칼슘)_(10.4mg/1정),1,정,(주)씨엠지제약,218,454001ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648602631,2026-01-01,급여,10115,,주사,알지트리손주2g(세프트리악손나트륨수화물)_(2g/1병),1,병,(주)씨엠지제약,618,128803BIJ,전문의약품,,,,,,2025-12-24,,,
648602670,2026-01-01,급여,684,,내복,씨엠지로수바스타틴정20mg(로수바스타틴칼슘)_(20.8mg/1정),1,정,(주)씨엠지제약,218,454002ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648602690,2026-01-01,급여,366,,내복,씨엠지암로디핀정5mg(암로디핀베실산염)_(6.944mg/1정),1,정,(주)씨엠지제약,214,107601ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648602710,2026-01-01,급여,464,,내복,탐신서방정0.2밀리그램(탐스로신염산염)_(0.2mg/1정),1,정,(주)씨엠지제약,259,234601ATR,전문의약품,,,,,,2025-12-24,,,
648602740,2026-01-01,급여,485,,내복,텔미로탄정80mg(텔미사르탄)_(80mg/1정),1,정,(주)씨엠지제약,214,378802ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648602750,2026-01-01,급여,9290,,내복,씨엠쿨산_(2000mL),2000,mL/통,(주)씨엠지제약,721,616300APD,전문의약품,,,,,,2025-12-24,,,
648602860,2026-01-01,급여,344,,내복,가바렉스캡슐300mg(가바펜틴)_(0.3g/1캡슐),1,캡슐,(주)씨엠지제약,113,164202ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648602970,2026-01-01,급여,2857,,내복,플렉스캡슐150mg(플루코나졸)_(0.15g/1캡슐),1,캡슐,(주)씨엠지제약,629,159905ACH,전문의약품,,,,,,2025-12-24,,,
648603000,2026-01-01,급여,442,,내복,씨콕스캡슐200mg(세레콕시브)_(0.2g/1캡슐),1,캡슐,(주)씨엠지제약,114,347701ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,2015-06-12
648603120,2026-01-01,급여,1357,,내복,레플록신정500mg(레보플록사신)_(0.5g/1정),1,정,(주)씨엠지제약,629,183203ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648603320,2026-01-01,급여,593,,내복,프렙시캡슐150mg(프레가발린)_(0.15g/1캡슐),1,캡슐,(주)씨엠지제약,119,480402ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648603330,2026-01-01,급여,466,,내복,프렙시캡슐75mg(프레가발린)_(75mg/1캡슐),1,캡슐,(주)씨엠지제약,119,480401ACH,전문의약품,,,,,,2025-12-24,,,
648603370,2026-01-01,급여,3268,,내복,펜비어정250mg(팜시클로비르)_(0.25g/1정),1,정,(주)씨엠지제약,629,157201ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648603580,2026-01-01,급여,706,,내복,아로토정20밀리그램(아토르바스타틴칼슘수화물)_(21.7mg/1정),1,정,(주)씨엠지제약,218,111502ATB,전문의약품,,,,,,2025-12-24,,,
648603660,2026-01-01,급여,443,,내복,디멘토정(콜린알포세레이트)_(0.4g/1정),1,정,(주)씨엠지제약,119,138101ATB,전문의약품,,,,,,2025-12-24,,,
648603670,2026-01-01,급여,126,,내복,락비오캡슐(바실루스리케니포르미스균)_(0.25g/1캡슐),1,캡슐,(주)씨엠지제약,237,113201ACH,일반의약품,,,,,,2025-12-24,,,
648604090,2026-01-01,급여,965,,내복,유니린정0.2밀리그램(데스모프레신아세트산염)_(0.2mg/1정),1,정,(주)씨엠지제약,241,141404ATB,전문의약품,,생동(사후통보),대체조제가능,,부신피질호르몬제,2025-12-24,,,
648604120,2026-01-01,급여,774,,내복,로티젯정10/20밀리그램_(1정),1,정,(주)씨엠지제약,218,640900ATB,전문의약품,,,,,,2025-12-24,,,
648604221,2026-01-01,급여,5135,,외용,프레드루체점안액(프레드니솔론아세테이트)_(0.1g/10mL),10,mL/병,(주)씨엠지제약,131,217132COS,전문의약품,,,,,,2025-12-24,,,
648604421,2026-01-01,급여,164117,,주사,씨엠지졸레드론산주5밀리그램/100밀리리터(졸레드론산일수화물)_(5.33mg/100mL),100,mL/병,(주)씨엠지제약,399,420732BIJ,전문의약품,,,,,,2025-12-24,,,
648605120,2026-01-01,급여,90,,내복,유티린정60mg(애엽95%에탄올연조엑스(20→1))_(60mg/1정),1,정,(주)씨엠지제약,232,430101ATB,전문의약품,,,,,,2025-12-24,,,
648900181,2026-01-01,급여,587,,내복,디푸루칸건조시럽(플루코나졸)_(0.35g/35mL),35(1),mL/병,한국화이자제약(주),629,159934ASY,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648900191,2026-01-01,급여,8608,,주사,디푸루칸정맥주사100mg(플루코나졸)_(0.1g/50mL),50,mL/병,한국화이자제약(주),629,159931BIJ,전문의약품,,,,,,2025-12-24,,,
648900200,2026-01-01,급여,1655,,내복,디푸루칸캡슐50밀리그람(플루코나졸)_(50mg/1캡슐),1,캡슐,한국화이자제약(주),629,159903ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648900350,2026-01-01,급여,16196,,내복,브이펜드정200밀리그람(보리코나졸)_(0.2g/1정),1,정,한국화이자제약(주),629,456501ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648900371,2026-01-01,급여,64088,,주사,브이펜드주사200밀리그람(보리코나졸)(주사용)_(0.2g/1병),1,병,한국화이자제약(주),629,456501BIJ,전문의약품,,,,,,2025-12-24,,,
648900470,2026-01-01,급여,39273,,내복,수텐캡슐12.5밀리그램(수니티닙말산염)_(16.7mg/1캡슐),1,캡슐,한국화이자제약(주),421,487701ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648900480,2026-01-01,급여,78573,,내복,수텐캡슐25밀리그램(수니티닙말산염)_(33.4mg/1캡슐),1,캡슐,한국화이자제약(주),421,487702ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648900490,2026-01-01,급여,155584,,내복,수텐캡슐50밀리그램(수니티닙말산염)_(66.8mg/1캡슐),1,캡슐,한국화이자제약(주),421,487703ACH,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648900540,2026-01-01,급여,165,,내복,싸이토텍정200마이크로그람(미소프로스톨)_(0.2mg/1정),1,정,한국화이자제약(주),232,196302ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648900701,2026-01-01,급여,80520,,주사,자베도스주5밀리그램(이다루비신염산염)_(5mg/1병),1,병,한국화이자제약(주),617,173002BIJ,전문의약품,,,,,,2025-12-24,,,
648900710,2026-01-01,급여,31032,,내복,자이복스정600밀리그람(리네졸리드)_(0.6g/1정),1,정,한국화이자제약(주),611,412901ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648900721,2026-01-01,급여,33643,,주사,자이복스주2밀리그람/밀리리터(리네졸리드)_(0.6g/300mL),300,mL/백,한국화이자제약(주),611,412930BIJ,전문의약품,,,,,,2025-12-24,,,
648900880,2026-01-01,급여,1075,,내복,지스로맥스정250밀리그람(아지트로마이신수화물)_(0.25g/1정),1,정,한국화이자제약(주),614,112701ATB,전문의약품,,생동(사후통보),대체조제가능,,,2025-12-24,,,
648900891,2026-01-01,급여,11272,,주사,지스로맥스주사500㎎(아지트로마이신수화물)_(0.5241g/1병),1,병,한국화이자제약(주),614,112734BIJ,전문의약품,,,,,,2025-12-24,,,
648901061,2026-01-01,급여,15735,,외용,크레오신질크림2%(클린다마이신포스페이트)_(0.8g/40g),40,g/개,한국화이자제약(주),255,135632CCM,전문의약품,,,,,,2025-12-24,,,
648901162,2026-01-01,급여,3526,,주사,프라그민주0.2밀리리터(달테파린나트륨)_(2.5KI.U/0.2mL),0.2,mL/관,한국화이자제약(주),333,140230BIJ,전문의약품,,,,,,2025-12-24,,,
648901182,2026-01-01,급여,4914,,주사,프라그민주25000IU/ml(달테파린나트륨)_(7.5KI.U/0.3mL),0.3,mL/관,한국화이자제약(주),333,140231BIJ,전문의약품,,,,,,2025-12-24,,,
648901192,2026-01-01,급여,6470,,주사,프라그민주4밀리리터(달테파린나트륨)_(10KI.U/4mL),4,mL/병,한국화이자제약(주),333,140234BIJ,전문의약품,,,,,,2025-12-24,,,
648901311,2026-01-01,급여,184805,,주사,에락시스주100밀리그램(아니둘라펀진과당혼합물)_(0.119g/1병),1,병,한국화이자제약(주),629,510501BIJ,전문의약품,,,,,,2025-12-24,,,
648901802,2026-01-01,급여,6039,,주사,프라그민주25000IU/ml(달테파린나트륨)_(10KI.U/0.4mL),0.4,mL/관,한국화이자제약(주),333,140233BIJ,전문의약품,,,,,,2025-12-24,,,
648902120,2026-01-01,급여,35911,,내복,인라이타정5밀리그램(엑시티닙)_(5mg/1정),1,정,한국화이자제약(주),421,621002ATB,전문의약품,,,,,,2025-12-24,,,
648902191,2026-01-01,급여,75998,,주사,엔브렐주사25밀리그램(에타너셉트/유전자재조합)_(25mg/1병),1,병,한국화이자제약(주),439,455803BIJ,전문의약품,,,,,,2025-12-24,,,
